sample_id,partner_sample_id,contributor,country,location,year,month,latitude,longitude,sex_call,sample_set,release,quarter,study_id,study_url,country_iso,admin1_name,admin1_iso,admin2_name,taxon,cohort_admin1_year,cohort_admin1_month,cohort_admin1_quarter,cohort_admin2_year,cohort_admin2_month,cohort_admin2_quarter,IncAnalysis,RND,HSD,EA,HH,ID,HHID,HHID.rnd,Plate,Sample.identifier,Row,Column,Well,MolSpecies,Expected.species,kdr,N1575Y,Cyp4J5,Coeaed1,Pfal.score,OVM.score,Pfal,OVM,X2La,Cyp6P4,ZZB,X6AA,X6AA_Dup,lat,lon,survey,LLIN.intend,LLIN.actual,Net.intend,Net.actual,subregions,Wave,HSD-name,Arm,Arm_ITT,Arm_PP,cohort_admin2_round,cohort_admin1_round,cohort_arm_round,cohort_armpp_round,cohort_subregions_round
VBS64890-6645STDY13043594,208605021016,Martin Donnelly,Uganda,8605,2017,9,1.555,33.828,F,1288-VO-UG-DONNELLY-VMF00219,1.1,3,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Ngora,funestus,UG-E_fune_2017,UG-E_fune_2017_09,UG-E_fune_2017_Q3,UG-E_Ngora_fune_2017,UG-E_Ngora_fune_2017_09,UG-E_Ngora_fune_2017_Q3,1,2,86,5.0,21.0,16,208605021,8605021,21,25,C,1,1C,FUN,FU,,,,SR,0,0,0,0,,,,,,1.549054,33.82803,6 months,1,1.0,1,1.0,Mid-Eastern,2,Ngora,PermaNet-2,Non-PBO LLIN,Non-PBO LLIN,Ngora_Round-2,UG-E_round-2,PermaNet-2_round-2,Non-PBO LLIN_round-2,Mid-Eastern_round-2
VBS64891-6645STDY13043595,208608010001,Martin Donnelly,Uganda,8608,2017,9,1.497,33.732,F,1288-VO-UG-DONNELLY-VMF00219,1.1,3,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Ngora,funestus,UG-E_fune_2017,UG-E_fune_2017_09,UG-E_fune_2017_Q3,UG-E_Ngora_fune_2017,UG-E_Ngora_fune_2017_09,UG-E_Ngora_fune_2017_Q3,1,2,86,8.0,10.0,1,208608010,8608010,21,37,D,1,1D,FUN,FU,,,,SR,0,0,0,0,,,,,,1.498554,33.72584,6 months,1,1.0,1,1.0,Mid-Eastern,2,Ngora,PermaNet-2,Non-PBO LLIN,Non-PBO LLIN,Ngora_Round-2,UG-E_round-2,PermaNet-2_round-2,Non-PBO LLIN_round-2,Mid-Eastern_round-2
VBS64892-6645STDY13043596,209101023003,Martin Donnelly,Uganda,9101,2017,10,0.508,33.371,F,1288-VO-UG-DONNELLY-VMF00219,1.1,4,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Mayuge,funestus,UG-E_fune_2017,UG-E_fune_2017_10,UG-E_fune_2017_Q4,UG-E_Mayuge_fune_2017,UG-E_Mayuge_fune_2017_10,UG-E_Mayuge_fune_2017_Q4,1,2,91,1.0,23.0,3,209101023,9101023,21,49,E,1,1E,FUN,FU,,,,SR,0,0,0,0,,,,,,0.509764,33.3654,6 months,1,1.0,1,1.0,East Central,3,Bunya West,PermaNet-2,Non-PBO LLIN,Non-PBO LLIN,Mayuge_Round-2,UG-E_round-2,PermaNet-2_round-2,Non-PBO LLIN_round-2,East Central_round-2
VBS64893-6645STDY13043597,209101023004,Martin Donnelly,Uganda,9101,2017,10,0.508,33.371,F,1288-VO-UG-DONNELLY-VMF00219,1.1,4,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Mayuge,funestus,UG-E_fune_2017,UG-E_fune_2017_10,UG-E_fune_2017_Q4,UG-E_Mayuge_fune_2017,UG-E_Mayuge_fune_2017_10,UG-E_Mayuge_fune_2017_Q4,1,2,91,1.0,23.0,4,209101023,9101023,21,61,F,1,1F,FUN,FU,,,,SR,0,0,0,0,,,,,,0.509764,33.3654,6 months,1,1.0,1,1.0,East Central,3,Bunya West,PermaNet-2,Non-PBO LLIN,Non-PBO LLIN,Mayuge_Round-2,UG-E_round-2,PermaNet-2_round-2,Non-PBO LLIN_round-2,East Central_round-2
VBS64894-6645STDY13043598,209101023005,Martin Donnelly,Uganda,9101,2017,10,0.508,33.371,F,1288-VO-UG-DONNELLY-VMF00219,1.1,4,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Mayuge,funestus,UG-E_fune_2017,UG-E_fune_2017_10,UG-E_fune_2017_Q4,UG-E_Mayuge_fune_2017,UG-E_Mayuge_fune_2017_10,UG-E_Mayuge_fune_2017_Q4,1,2,91,1.0,23.0,5,209101023,9101023,21,73,G,1,1G,FUN,FU,,,,SR,0,0,0,0,,,,,,0.509764,33.3654,6 months,1,1.0,1,1.0,East Central,3,Bunya West,PermaNet-2,Non-PBO LLIN,Non-PBO LLIN,Mayuge_Round-2,UG-E_round-2,PermaNet-2_round-2,Non-PBO LLIN_round-2,East Central_round-2
VBS64895-6645STDY13043599,209102092001,Martin Donnelly,Uganda,9102,2017,10,0.554,33.373,F,1288-VO-UG-DONNELLY-VMF00219,1.1,4,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Mayuge,funestus,UG-E_fune_2017,UG-E_fune_2017_10,UG-E_fune_2017_Q4,UG-E_Mayuge_fune_2017,UG-E_Mayuge_fune_2017_10,UG-E_Mayuge_fune_2017_Q4,1,2,91,2.0,92.0,1,209102092,9102092,21,85,H,1,1H,FUN,FU,,,,SR,0,0,0,0,,,,,,0.552618,33.37149,6 months,1,1.0,1,1.0,East Central,3,Bunya West,PermaNet-2,Non-PBO LLIN,Non-PBO LLIN,Mayuge_Round-2,UG-E_round-2,PermaNet-2_round-2,Non-PBO LLIN_round-2,East Central_round-2
VBS64896-6645STDY13043600,209106094019,Martin Donnelly,Uganda,9106,2017,11,0.415,33.484,F,1288-VO-UG-DONNELLY-VMF00219,1.1,4,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Mayuge,funestus,UG-E_fune_2017,UG-E_fune_2017_11,UG-E_fune_2017_Q4,UG-E_Mayuge_fune_2017,UG-E_Mayuge_fune_2017_11,UG-E_Mayuge_fune_2017_Q4,1,2,91,6.0,94.0,19,209106094,9106094,21,2,A,2,2A,FUN,FU,,,,SR,0,0,0,0,,,,,,0.417263,33.47864,6 months,1,1.0,1,1.0,East Central,3,Bunya West,PermaNet-2,Non-PBO LLIN,Non-PBO LLIN,Mayuge_Round-2,UG-E_round-2,PermaNet-2_round-2,Non-PBO LLIN_round-2,East Central_round-2
VBS64897-6645STDY13043601,209106094020,Martin Donnelly,Uganda,9106,2017,11,0.415,33.484,F,1288-VO-UG-DONNELLY-VMF00219,1.1,4,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Mayuge,funestus,UG-E_fune_2017,UG-E_fune_2017_11,UG-E_fune_2017_Q4,UG-E_Mayuge_fune_2017,UG-E_Mayuge_fune_2017_11,UG-E_Mayuge_fune_2017_Q4,1,2,91,6.0,94.0,20,209106094,9106094,21,14,B,2,2B,FUN,FU,,,,SR,0,0,0,0,,,,,,0.417263,33.47864,6 months,1,1.0,1,1.0,East Central,3,Bunya West,PermaNet-2,Non-PBO LLIN,Non-PBO LLIN,Mayuge_Round-2,UG-E_round-2,PermaNet-2_round-2,Non-PBO LLIN_round-2,East Central_round-2
VBS64898-6645STDY13043602,209201038002,Martin Donnelly,Uganda,9201,2017,11,0.332,33.627,F,1288-VO-UG-DONNELLY-VMF00219,1.1,4,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Mayuge,funestus,UG-E_fune_2017,UG-E_fune_2017_11,UG-E_fune_2017_Q4,UG-E_Mayuge_fune_2017,UG-E_Mayuge_fune_2017_11,UG-E_Mayuge_fune_2017_Q4,1,2,92,1.0,38.0,2,209201038,9201038,21,26,C,2,2C,FUN,FU,,,,SR,0,0,0,0,,,,,,0.331882,33.62515,6 months,2,2.0,2,2.0,East Central,3,Bunya East,PermaNet-3,PBO LLIN,PBO LLIN,Mayuge_Round-2,UG-E_round-2,PermaNet-3_round-2,PBO LLIN_round-2,East Central_round-2
VBS64899-6645STDY13043603,209501025001,Martin Donnelly,Uganda,9501,2017,9,1.316,34.255,F,1288-VO-UG-DONNELLY-VMF00219,1.1,3,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Bulambuli,funestus,UG-E_fune_2017,UG-E_fune_2017_09,UG-E_fune_2017_Q3,UG-E_Bulambuli_fune_2017,UG-E_Bulambuli_fune_2017_09,UG-E_Bulambuli_fune_2017_Q3,1,2,95,1.0,25.0,1,209501025,9501025,21,38,D,2,2D,FUN,FU,,,,SR,0,0,0,0,,,,,,1.316586,34.25776,6 months,1,1.0,1,1.0,North Eastern,2,Bulambuli,PermaNet-2,Non-PBO LLIN,Non-PBO LLIN,Bulambuli_Round-2,UG-E_round-2,PermaNet-2_round-2,Non-PBO LLIN_round-2,North Eastern_round-2
VBS64900-6645STDY13043604,209501025002,Martin Donnelly,Uganda,9501,2017,9,1.316,34.255,F,1288-VO-UG-DONNELLY-VMF00219,1.1,3,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Bulambuli,funestus,UG-E_fune_2017,UG-E_fune_2017_09,UG-E_fune_2017_Q3,UG-E_Bulambuli_fune_2017,UG-E_Bulambuli_fune_2017_09,UG-E_Bulambuli_fune_2017_Q3,1,2,95,1.0,25.0,2,209501025,9501025,21,50,E,2,2E,FUN,FU,,,,SR,0,0,0,0,,,,,,1.316586,34.25776,6 months,1,1.0,1,1.0,North Eastern,2,Bulambuli,PermaNet-2,Non-PBO LLIN,Non-PBO LLIN,Bulambuli_Round-2,UG-E_round-2,PermaNet-2_round-2,Non-PBO LLIN_round-2,North Eastern_round-2
VBS64902-6645STDY13043606,209501025005,Martin Donnelly,Uganda,9501,2017,9,1.316,34.255,F,1288-VO-UG-DONNELLY-VMF00219,1.1,3,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Bulambuli,funestus,UG-E_fune_2017,UG-E_fune_2017_09,UG-E_fune_2017_Q3,UG-E_Bulambuli_fune_2017,UG-E_Bulambuli_fune_2017_09,UG-E_Bulambuli_fune_2017_Q3,1,2,95,1.0,25.0,5,209501025,9501025,21,74,G,2,2G,FUN,FU,,,,SR,2,0,1,0,,,,,,1.316586,34.25776,6 months,1,1.0,1,1.0,North Eastern,2,Bulambuli,PermaNet-2,Non-PBO LLIN,Non-PBO LLIN,Bulambuli_Round-2,UG-E_round-2,PermaNet-2_round-2,Non-PBO LLIN_round-2,North Eastern_round-2
VBS64903-6645STDY13043607,209501025006,Martin Donnelly,Uganda,9501,2017,9,1.316,34.255,F,1288-VO-UG-DONNELLY-VMF00219,1.1,3,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Bulambuli,funestus,UG-E_fune_2017,UG-E_fune_2017_09,UG-E_fune_2017_Q3,UG-E_Bulambuli_fune_2017,UG-E_Bulambuli_fune_2017_09,UG-E_Bulambuli_fune_2017_Q3,1,2,95,1.0,25.0,6,209501025,9501025,21,86,H,2,2H,FUN,FU,,,,SR,0,0,0,0,,,,,,1.316586,34.25776,6 months,1,1.0,1,1.0,North Eastern,2,Bulambuli,PermaNet-2,Non-PBO LLIN,Non-PBO LLIN,Bulambuli_Round-2,UG-E_round-2,PermaNet-2_round-2,Non-PBO LLIN_round-2,North Eastern_round-2
VBS64904-6645STDY13043608,209501025008,Martin Donnelly,Uganda,9501,2017,9,1.316,34.255,F,1288-VO-UG-DONNELLY-VMF00219,1.1,3,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Bulambuli,funestus,UG-E_fune_2017,UG-E_fune_2017_09,UG-E_fune_2017_Q3,UG-E_Bulambuli_fune_2017,UG-E_Bulambuli_fune_2017_09,UG-E_Bulambuli_fune_2017_Q3,1,2,95,1.0,25.0,8,209501025,9501025,21,3,A,3,3A,FUN,FU,,,,SR,0,0,0,0,,,,,,1.316586,34.25776,6 months,1,1.0,1,1.0,North Eastern,2,Bulambuli,PermaNet-2,Non-PBO LLIN,Non-PBO LLIN,Bulambuli_Round-2,UG-E_round-2,PermaNet-2_round-2,Non-PBO LLIN_round-2,North Eastern_round-2
VBS64905-6645STDY13043609,209501025010,Martin Donnelly,Uganda,9501,2017,9,1.316,34.255,F,1288-VO-UG-DONNELLY-VMF00219,1.1,3,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Bulambuli,funestus,UG-E_fune_2017,UG-E_fune_2017_09,UG-E_fune_2017_Q3,UG-E_Bulambuli_fune_2017,UG-E_Bulambuli_fune_2017_09,UG-E_Bulambuli_fune_2017_Q3,1,2,95,1.0,25.0,10,209501025,9501025,21,15,B,3,3B,FUN,FU,,,,SR,0,0,0,0,,,,,,1.316586,34.25776,6 months,1,1.0,1,1.0,North Eastern,2,Bulambuli,PermaNet-2,Non-PBO LLIN,Non-PBO LLIN,Bulambuli_Round-2,UG-E_round-2,PermaNet-2_round-2,Non-PBO LLIN_round-2,North Eastern_round-2
VBS64906-6645STDY13043610,209501025011,Martin Donnelly,Uganda,9501,2017,9,1.316,34.255,F,1288-VO-UG-DONNELLY-VMF00219,1.1,3,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Bulambuli,funestus,UG-E_fune_2017,UG-E_fune_2017_09,UG-E_fune_2017_Q3,UG-E_Bulambuli_fune_2017,UG-E_Bulambuli_fune_2017_09,UG-E_Bulambuli_fune_2017_Q3,1,2,95,1.0,25.0,11,209501025,9501025,21,27,C,3,3C,FUN,FU,,,,SR,0,0,0,0,,,,,,1.316586,34.25776,6 months,1,1.0,1,1.0,North Eastern,2,Bulambuli,PermaNet-2,Non-PBO LLIN,Non-PBO LLIN,Bulambuli_Round-2,UG-E_round-2,PermaNet-2_round-2,Non-PBO LLIN_round-2,North Eastern_round-2
VBS64907-6645STDY13043611,209501025012,Martin Donnelly,Uganda,9501,2017,9,1.316,34.255,F,1288-VO-UG-DONNELLY-VMF00219,1.1,3,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Bulambuli,funestus,UG-E_fune_2017,UG-E_fune_2017_09,UG-E_fune_2017_Q3,UG-E_Bulambuli_fune_2017,UG-E_Bulambuli_fune_2017_09,UG-E_Bulambuli_fune_2017_Q3,1,2,95,1.0,25.0,12,209501025,9501025,21,39,D,3,3D,FUN,FU,,,,SR,1,0,0,0,,,,,,1.316586,34.25776,6 months,1,1.0,1,1.0,North Eastern,2,Bulambuli,PermaNet-2,Non-PBO LLIN,Non-PBO LLIN,Bulambuli_Round-2,UG-E_round-2,PermaNet-2_round-2,Non-PBO LLIN_round-2,North Eastern_round-2
VBS64908-6645STDY13043612,209501025013,Martin Donnelly,Uganda,9501,2017,9,1.316,34.255,F,1288-VO-UG-DONNELLY-VMF00219,1.1,3,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Bulambuli,funestus,UG-E_fune_2017,UG-E_fune_2017_09,UG-E_fune_2017_Q3,UG-E_Bulambuli_fune_2017,UG-E_Bulambuli_fune_2017_09,UG-E_Bulambuli_fune_2017_Q3,1,2,95,1.0,25.0,13,209501025,9501025,21,51,E,3,3E,FUN,FU,,,,SR,0,0,0,0,,,,,,1.316586,34.25776,6 months,1,1.0,1,1.0,North Eastern,2,Bulambuli,PermaNet-2,Non-PBO LLIN,Non-PBO LLIN,Bulambuli_Round-2,UG-E_round-2,PermaNet-2_round-2,Non-PBO LLIN_round-2,North Eastern_round-2
VBS64909-6645STDY13043613,209501025014,Martin Donnelly,Uganda,9501,2017,9,1.316,34.255,F,1288-VO-UG-DONNELLY-VMF00219,1.1,3,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Bulambuli,funestus,UG-E_fune_2017,UG-E_fune_2017_09,UG-E_fune_2017_Q3,UG-E_Bulambuli_fune_2017,UG-E_Bulambuli_fune_2017_09,UG-E_Bulambuli_fune_2017_Q3,1,2,95,1.0,25.0,14,209501025,9501025,21,63,F,3,3F,FUN,FU,,,,SR,0,0,0,0,,,,,,1.316586,34.25776,6 months,1,1.0,1,1.0,North Eastern,2,Bulambuli,PermaNet-2,Non-PBO LLIN,Non-PBO LLIN,Bulambuli_Round-2,UG-E_round-2,PermaNet-2_round-2,Non-PBO LLIN_round-2,North Eastern_round-2
VBS64910-6645STDY13043614,209501025015,Martin Donnelly,Uganda,9501,2017,9,1.316,34.255,F,1288-VO-UG-DONNELLY-VMF00219,1.1,3,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Bulambuli,funestus,UG-E_fune_2017,UG-E_fune_2017_09,UG-E_fune_2017_Q3,UG-E_Bulambuli_fune_2017,UG-E_Bulambuli_fune_2017_09,UG-E_Bulambuli_fune_2017_Q3,1,2,95,1.0,25.0,15,209501025,9501025,21,75,G,3,3G,FUN,FU,,,,SR,0,0,0,0,,,,,,1.316586,34.25776,6 months,1,1.0,1,1.0,North Eastern,2,Bulambuli,PermaNet-2,Non-PBO LLIN,Non-PBO LLIN,Bulambuli_Round-2,UG-E_round-2,PermaNet-2_round-2,Non-PBO LLIN_round-2,North Eastern_round-2
VBS64911-6645STDY13043615,209501025020,Martin Donnelly,Uganda,9501,2017,9,1.316,34.255,F,1288-VO-UG-DONNELLY-VMF00219,1.1,3,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Bulambuli,funestus,UG-E_fune_2017,UG-E_fune_2017_09,UG-E_fune_2017_Q3,UG-E_Bulambuli_fune_2017,UG-E_Bulambuli_fune_2017_09,UG-E_Bulambuli_fune_2017_Q3,1,2,95,1.0,25.0,20,209501025,9501025,21,87,H,3,3H,FUN,FU,,,,SR,0,0,0,0,,,,,,1.316586,34.25776,6 months,1,1.0,1,1.0,North Eastern,2,Bulambuli,PermaNet-2,Non-PBO LLIN,Non-PBO LLIN,Bulambuli_Round-2,UG-E_round-2,PermaNet-2_round-2,Non-PBO LLIN_round-2,North Eastern_round-2
VBS64913-6645STDY13043617,209501025022,Martin Donnelly,Uganda,9501,2017,9,1.316,34.255,F,1288-VO-UG-DONNELLY-VMF00219,1.1,3,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Bulambuli,funestus,UG-E_fune_2017,UG-E_fune_2017_09,UG-E_fune_2017_Q3,UG-E_Bulambuli_fune_2017,UG-E_Bulambuli_fune_2017_09,UG-E_Bulambuli_fune_2017_Q3,1,2,95,1.0,25.0,22,209501025,9501025,21,16,B,4,4B,FUN,FU,,,,SR,0,0,0,0,,,,,,1.316586,34.25776,6 months,1,1.0,1,1.0,North Eastern,2,Bulambuli,PermaNet-2,Non-PBO LLIN,Non-PBO LLIN,Bulambuli_Round-2,UG-E_round-2,PermaNet-2_round-2,Non-PBO LLIN_round-2,North Eastern_round-2
VBS64914-6645STDY13043618,209501025024,Martin Donnelly,Uganda,9501,2017,9,1.316,34.255,F,1288-VO-UG-DONNELLY-VMF00219,1.1,3,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Bulambuli,funestus,UG-E_fune_2017,UG-E_fune_2017_09,UG-E_fune_2017_Q3,UG-E_Bulambuli_fune_2017,UG-E_Bulambuli_fune_2017_09,UG-E_Bulambuli_fune_2017_Q3,1,2,95,1.0,25.0,24,209501025,9501025,21,28,C,4,4C,FUN,FU,,,,SR,0,0,0,0,,,,,,1.316586,34.25776,6 months,1,1.0,1,1.0,North Eastern,2,Bulambuli,PermaNet-2,Non-PBO LLIN,Non-PBO LLIN,Bulambuli_Round-2,UG-E_round-2,PermaNet-2_round-2,Non-PBO LLIN_round-2,North Eastern_round-2
VBS64915-6645STDY13043619,209501025025,Martin Donnelly,Uganda,9501,2017,9,1.316,34.255,F,1288-VO-UG-DONNELLY-VMF00219,1.1,3,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Bulambuli,funestus,UG-E_fune_2017,UG-E_fune_2017_09,UG-E_fune_2017_Q3,UG-E_Bulambuli_fune_2017,UG-E_Bulambuli_fune_2017_09,UG-E_Bulambuli_fune_2017_Q3,1,2,95,1.0,25.0,25,209501025,9501025,21,40,D,4,4D,FUN,FU,,,,SR,0,0,0,0,,,,,,1.316586,34.25776,6 months,1,1.0,1,1.0,North Eastern,2,Bulambuli,PermaNet-2,Non-PBO LLIN,Non-PBO LLIN,Bulambuli_Round-2,UG-E_round-2,PermaNet-2_round-2,Non-PBO LLIN_round-2,North Eastern_round-2
VBS64916-6645STDY13043620,209501025027,Martin Donnelly,Uganda,9501,2017,9,1.316,34.255,F,1288-VO-UG-DONNELLY-VMF00219,1.1,3,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Bulambuli,funestus,UG-E_fune_2017,UG-E_fune_2017_09,UG-E_fune_2017_Q3,UG-E_Bulambuli_fune_2017,UG-E_Bulambuli_fune_2017_09,UG-E_Bulambuli_fune_2017_Q3,1,2,95,1.0,25.0,27,209501025,9501025,21,52,E,4,4E,FUN,FU,,,,SR,0,0,0,0,,,,,,1.316586,34.25776,6 months,1,1.0,1,1.0,North Eastern,2,Bulambuli,PermaNet-2,Non-PBO LLIN,Non-PBO LLIN,Bulambuli_Round-2,UG-E_round-2,PermaNet-2_round-2,Non-PBO LLIN_round-2,North Eastern_round-2
VBS64917-6645STDY13043621,209501025029,Martin Donnelly,Uganda,9501,2017,9,1.316,34.255,M,1288-VO-UG-DONNELLY-VMF00219,1.1,3,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Bulambuli,funestus,UG-E_fune_2017,UG-E_fune_2017_09,UG-E_fune_2017_Q3,UG-E_Bulambuli_fune_2017,UG-E_Bulambuli_fune_2017_09,UG-E_Bulambuli_fune_2017_Q3,1,2,95,1.0,25.0,29,209501025,9501025,21,64,F,4,4F,FUN,FU,,,,SR,0,0,0,0,,,,,,1.316586,34.25776,6 months,1,1.0,1,1.0,North Eastern,2,Bulambuli,PermaNet-2,Non-PBO LLIN,Non-PBO LLIN,Bulambuli_Round-2,UG-E_round-2,PermaNet-2_round-2,Non-PBO LLIN_round-2,North Eastern_round-2
VBS64918-6645STDY13043622,209501025030,Martin Donnelly,Uganda,9501,2017,9,1.316,34.255,F,1288-VO-UG-DONNELLY-VMF00219,1.1,3,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Bulambuli,funestus,UG-E_fune_2017,UG-E_fune_2017_09,UG-E_fune_2017_Q3,UG-E_Bulambuli_fune_2017,UG-E_Bulambuli_fune_2017_09,UG-E_Bulambuli_fune_2017_Q3,1,2,95,1.0,25.0,30,209501025,9501025,21,76,G,4,4G,FUN,FU,,,,SR,2,0,1,0,,,,,,1.316586,34.25776,6 months,1,1.0,1,1.0,North Eastern,2,Bulambuli,PermaNet-2,Non-PBO LLIN,Non-PBO LLIN,Bulambuli_Round-2,UG-E_round-2,PermaNet-2_round-2,Non-PBO LLIN_round-2,North Eastern_round-2
VBS64919-6645STDY13043623,209501025031,Martin Donnelly,Uganda,9501,2017,9,1.316,34.255,F,1288-VO-UG-DONNELLY-VMF00219,1.1,3,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Bulambuli,funestus,UG-E_fune_2017,UG-E_fune_2017_09,UG-E_fune_2017_Q3,UG-E_Bulambuli_fune_2017,UG-E_Bulambuli_fune_2017_09,UG-E_Bulambuli_fune_2017_Q3,1,2,95,1.0,25.0,31,209501025,9501025,21,88,H,4,4H,FUN,FU,,,,SR,0,0,0,0,,,,,,1.316586,34.25776,6 months,1,1.0,1,1.0,North Eastern,2,Bulambuli,PermaNet-2,Non-PBO LLIN,Non-PBO LLIN,Bulambuli_Round-2,UG-E_round-2,PermaNet-2_round-2,Non-PBO LLIN_round-2,North Eastern_round-2
VBS64920-6645STDY13043624,209501025033,Martin Donnelly,Uganda,9501,2017,9,1.316,34.255,F,1288-VO-UG-DONNELLY-VMF00219,1.1,3,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Bulambuli,funestus,UG-E_fune_2017,UG-E_fune_2017_09,UG-E_fune_2017_Q3,UG-E_Bulambuli_fune_2017,UG-E_Bulambuli_fune_2017_09,UG-E_Bulambuli_fune_2017_Q3,1,2,95,1.0,25.0,33,209501025,9501025,21,5,A,5,5A,FUN,FU,,,,SR,0,0,0,0,,,,,,1.316586,34.25776,6 months,1,1.0,1,1.0,North Eastern,2,Bulambuli,PermaNet-2,Non-PBO LLIN,Non-PBO LLIN,Bulambuli_Round-2,UG-E_round-2,PermaNet-2_round-2,Non-PBO LLIN_round-2,North Eastern_round-2
VBS64922-6645STDY13043626,209501025036,Martin Donnelly,Uganda,9501,2017,9,1.316,34.255,F,1288-VO-UG-DONNELLY-VMF00219,1.1,3,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Bulambuli,funestus,UG-E_fune_2017,UG-E_fune_2017_09,UG-E_fune_2017_Q3,UG-E_Bulambuli_fune_2017,UG-E_Bulambuli_fune_2017_09,UG-E_Bulambuli_fune_2017_Q3,1,2,95,1.0,25.0,36,209501025,9501025,21,41,D,5,5D,FUN,FU,,,,SR,0,0,0,0,,,,,,1.316586,34.25776,6 months,1,1.0,1,1.0,North Eastern,2,Bulambuli,PermaNet-2,Non-PBO LLIN,Non-PBO LLIN,Bulambuli_Round-2,UG-E_round-2,PermaNet-2_round-2,Non-PBO LLIN_round-2,North Eastern_round-2
